artist,date,time,city,title,theatre,type
郑云龙,2018-12-12,20:00,腾讯视频,淘宝1212人民的宝贝总决选,,电视/直播
阿云嘎,2018-12-12,20:00,腾讯视频,淘宝1212人民的宝贝总决选,,电视/直播
王晰,2018-12-23,22:00,湖南卫视,天天向上,,电视/直播
翟李朔天,2018-12-23,22:00,湖南卫视,天天向上,,电视/直播
蔡程昱,2018-12-23,22:00,湖南卫视,天天向上,,电视/直播
郑云龙,2018-12-23,22:00,湖南卫视,天天向上,,电视/直播
阿云嘎,2018-12-23,22:00,湖南卫视,天天向上,,电视/直播
陆宇鹏,2018-12-23,22:00,湖南卫视,天天向上,,电视/直播
高天鹤,2018-12-23,22:00,湖南卫视,天天向上,,电视/直播
仝卓,2018-12-30,20:20,湖南卫视,快乐大本营,,电视/直播
石凯,2018-12-30,20:20,湖南卫视,快乐大本营,,电视/直播
高天鹤,2018-12-30,20:20,湖南卫视,快乐大本营,,电视/直播
黄子弘凡,2018-12-30,20:20,湖南卫视,快乐大本营,,电视/直播
王晰,2018-12-31,19:30,湖南卫视,跨年演唱会,,电视/直播
石凯,2018-12-31,19:30,湖南卫视,跨年演唱会,,电视/直播
蔡程昱,2018-12-31,19:30,湖南卫视,跨年演唱会,,电视/直播
郑云龙,2018-12-31,19:30,湖南卫视,跨年演唱会,,电视/直播
阿云嘎,2018-12-31,19:30,湖南卫视,跨年演唱会,,电视/直播
高天鹤,2018-12-31,19:30,湖南卫视,跨年演唱会,,电视/直播
简弘亦,2019-01-08,-,线上,歌曲「青春奕歌」,,歌曲
周深,2019-01-09,-,线上,歌曲「随风」,,歌曲
郑云龙,2019-01-13,18:30,CCTV5,CBA全明星周末,,电视/直播
阿云嘎,2019-01-13,18:30,CCTV5,CBA全明星周末,,电视/直播
刘彬濠,2019-01-13,20:00,广州,记忆乡愁,,音乐会
廖昌永,2019-01-13,20:00,广州,记忆乡愁,,音乐会
张超,2019-01-13,20:00,广州,记忆乡愁,,音乐会
方书剑,2019-01-13,20:00,广州,记忆乡愁,,音乐会
梁朋杰,2019-01-13,20:00,广州,记忆乡愁,,音乐会
蔡尧,2019-01-13,20:00,广州,记忆乡愁,,音乐会
黄子弘凡,2019-01-13,20:00,广州,记忆乡愁,,音乐会
郑云龙,2019-01-15,19:30,上海,谋杀歌谣,,舞台
郑云龙,2019-01-16,19:30,上海,谋杀歌谣,,舞台
郑云龙,2019-01-17,19:30,上海,谋杀歌谣,,舞台
郑云龙,2019-01-18,19:30,上海,谋杀歌谣,,舞台
郑云龙,2019-01-19,14:00,上海,谋杀歌谣,,舞台
鞠红川,2019-01-19,-,线上,歌曲「大船」,,歌曲
郑云龙,2019-01-20,19:30,上海,谋杀歌谣,,舞台
洪之光,2019-01-20,19:30,广安,花开东方,,音乐会
周深,2019-01-20,20:00,北京,深空间,,音乐会
王晰,2019-01-20,20:00,北京,深空间,,音乐会
丁辉,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
仝卓,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
代玮,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
余笛,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
刘彬濠,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
南枫,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
周深,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
廖佳琳,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
廖昌永,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
张超,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
方书剑,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
星元,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
李向哲,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
李彦锋,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
李文豹,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
李琦,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
梁朋杰,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
洪之光,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
王凯,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
王晰,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
石凯,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
简弘亦,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
翟李朔天,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
蔡尧,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
蔡程昱,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
贾凡,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
郑云龙,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
金圣权,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
阿云嘎,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
陆宇鹏,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
陈博豪,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
鞠红川,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
马佳,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
高天鹤,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
高杨,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
黄子弘凡,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
龚子棋,2019-01-20,-,线上,歌曲「不说再见」,,歌曲
余笛,2019-01-23,19:00,上海,青春放歌,,音乐会
余笛,2019-01-24,19:00,上海,青春放歌,,音乐会
余笛,2019-01-25,20:10,湖南卫视,声临其境,,电视/直播
王凯,2019-01-25,-,线上,歌曲「拼搏」,,歌曲
马佳,2019-01-28,19:30,北京,北京新春音乐会,,音乐会
廖昌永,2019-01-28,20:00,CCTV1,经典咏流传,,电视/直播
陆宇鹏,2019-01-28,-,线上,歌曲「坚持奔跑的人」,,歌曲
仝卓,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
廖佳琳,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
张超,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
王凯,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
蔡程昱,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
郑云龙,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
阿云嘎,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
高天鹤,2019-01-29,19:30,湖南卫视,春节联欢晚会,,电视/直播
陆宇鹏,2019-01-29,-,STARBOX,电子刊发售,,其他
郑云龙,2019-01-30,-,STARBOX,电子刊发售,,其他
廖昌永,2019-02-02,20:00,CCTV1,经典咏流传,,电视/直播
阿云嘎,2019-02-03,19:30,江西卫视,春节联欢晚会,,电视/直播
周深,2019-02-03,19:35,贵州卫视,多彩贵州我的家·春节联欢晚会,,电视/直播
阿云嘎,2019-02-03,20:00,内蒙古卫视,春节联欢晚会,,电视/直播
鞠红川,2019-02-03,20:15,新疆卫视,美丽新疆吉祥年·春节大联欢,,电视/直播
阿云嘎,2019-02-03,-,线上,歌曲「执着的梦」,,歌曲
廖佳琳,2019-02-03,-,线上,歌曲「盘他」,,歌曲
阿云嘎,2019-02-04,20:00,CCTV1,春节联欢晚会,,电视/直播
周深,2019-02-05,9:00,爱奇艺,百花迎春·文联春节大联欢,,电视/直播
廖昌永,2019-02-05,9:00,爱奇艺,百花迎春·文联春节大联欢,,电视/直播
王凯,2019-02-05,9:00,爱奇艺,百花迎春·文联春节大联欢,,电视/直播
王晰,2019-02-05,9:00,爱奇艺,百花迎春·文联春节大联欢,,电视/直播
蔡程昱,2019-02-05,9:00,爱奇艺,百花迎春·文联春节大联欢,,电视/直播
阿云嘎,2019-02-05,9:00,爱奇艺,百花迎春·文联春节大联欢,,电视/直播
周深,2019-02-05,11:30,东方卫视,上海市各界人士春节团拜会,,电视/直播
廖昌永,2019-02-05,11:30,东方卫视,上海市各界人士春节团拜会,,电视/直播
李琦,2019-02-05,11:30,东方卫视,上海市各界人士春节团拜会,,电视/直播
仝卓,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
周深,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
廖佳琳,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
张超,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
李文豹,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
王凯,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
翟李朔天,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
蔡程昱,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
阿云嘎,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
陆宇鹏,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
高天鹤,2019-02-05,19:30,湖南卫视,四海同春·全球华侨华人春晚,,电视/直播
余笛,2019-02-05,19:30,东方卫视,春满东方,,电视/直播
廖昌永,2019-02-05,19:30,东方卫视,春满东方,,电视/直播
洪之光,2019-02-05,19:35,广东卫视,最美岭南春·春节晚会,,电视/直播
王凯,2019-02-06,19:30,CCTV15,唱响新时代,,电视/直播
鞠红川,2019-02-06,19:30,CCTV15,唱响新时代,,电视/直播
马佳,2019-02-06,19:30,CCTV15,唱响新时代,,电视/直播
王晰,2019-02-06,19:40,天津卫视,春节联欢晚会,,电视/直播
高天鹤,2019-02-06,19:40,天津卫视,春节联欢晚会,,电视/直播
代玮,2019-02-06,21:20,东方卫视,长江之恋·春节联欢晚会,,电视/直播
余笛,2019-02-06,21:20,东方卫视,长江之恋·春节联欢晚会,,电视/直播
廖佳琳,2019-02-06,21:20,东方卫视,长江之恋·春节联欢晚会,,电视/直播
翟李朔天,2019-02-06,21:20,东方卫视,长江之恋·春节联欢晚会,,电视/直播
蔡程昱,2019-02-06,21:20,东方卫视,长江之恋·春节联欢晚会,,电视/直播
高天鹤,2019-02-06,21:20,东方卫视,长江之恋·春节联欢晚会,,电视/直播
蔡程昱,2019-02-15,22:00,湖南卫视,歌手2019,,电视/直播
郑云龙,2019-02-15,22:00,湖南卫视,歌手2019,,电视/直播
阿云嘎,2019-02-15,22:00,湖南卫视,歌手2019,,电视/直播
鞠红川,2019-02-15,22:00,湖南卫视,歌手2019,,电视/直播
高天鹤,2019-02-15,22:00,湖南卫视,歌手2019,,电视/直播
廖昌永,2019-02-16,20:00,CCTV1,经典咏流传,,电视/直播
廖昌永,2019-02-17,20:00,汕头,春天交响,,音乐会
廖佳琳,2019-02-19,19:00,海口,元宵乐舞换花节,,音乐会
王凯,2019-02-19,19:00,海口,元宵乐舞换花节,,音乐会
简弘亦,2019-02-19,19:00,海口,元宵乐舞换花节,,音乐会
仝卓,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
刘彬濠,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
张超,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
方书剑,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
石凯,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
贾凡,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
郑云龙,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
阿云嘎,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
高天鹤,2019-02-19,19:30,湖南卫视,元宵喜乐会,,电视/直播
王凯,2019-02-19,19:30,吉林卫视,元宵晚会,,电视/直播
周深,2019-02-19,20:06,CCTV1,喜气洋洋闹元宵,,电视/直播
李琦,2019-02-19,20:06,CCTV1,喜气洋洋闹元宵,,电视/直播
王凯,2019-02-19,20:06,CCTV1,喜气洋洋闹元宵,,电视/直播
王晰,2019-02-19,20:06,CCTV1,喜气洋洋闹元宵,,电视/直播
蔡程昱,2019-02-19,20:06,CCTV1,喜气洋洋闹元宵,,电视/直播
鞠红川,2019-02-19,20:06,CCTV1,喜气洋洋闹元宵,,电视/直播
阿云嘎,2019-02-19,-,STARBOX,电子刊发售,,其他
王凯,2019-02-20,-,线上,歌曲「不负时光」,,歌曲
蔡程昱,2019-02-22,22:00,湖南卫视,歌手2019,,电视/直播
郑云龙,2019-02-22,22:00,湖南卫视,歌手2019,,电视/直播
阿云嘎,2019-02-22,22:00,湖南卫视,歌手2019,,电视/直播
鞠红川,2019-02-22,22:00,湖南卫视,歌手2019,,电视/直播
高天鹤,2019-02-22,22:00,湖南卫视,歌手2019,,电视/直播
阿云嘎,2019-02-23,20:00,海口,海洋风主题歌曲作品展演音乐会,,音乐会
丁辉,2019-03-01,19:30,上海,暗恋桃花源,,舞台
蔡程昱,2019-03-01,22:00,湖南卫视,歌手2019,,电视/直播
郑云龙,2019-03-01,22:00,湖南卫视,歌手2019,,电视/直播
阿云嘎,2019-03-01,22:00,湖南卫视,歌手2019,,电视/直播
鞠红川,2019-03-01,22:00,湖南卫视,歌手2019,,电视/直播
高天鹤,2019-03-01,22:00,湖南卫视,歌手2019,,电视/直播
丁辉,2019-03-02,14:30,上海,暗恋桃花源,,舞台
丁辉,2019-03-02,19:30,上海,暗恋桃花源,,舞台
丁辉,2019-03-03,14:30,上海,暗恋桃花源,,舞台
陈博豪,2019-03-04,-,线上,歌曲「他她」,,歌曲
周深,2019-03-05,19:30,CCTV3,学雷锋志愿服务主题宣传特别节目,,电视/直播
廖昌永,2019-03-05,19:30,CCTV3,学雷锋志愿服务主题宣传特别节目,,电视/直播
李琦,2019-03-05,19:30,CCTV3,学雷锋志愿服务主题宣传特别节目,,电视/直播
王晰,2019-03-05,19:30,CCTV3,学雷锋志愿服务主题宣传特别节目,,电视/直播
马佳,2019-03-05,19:30,CCTV3,学雷锋志愿服务主题宣传特别节目,,电视/直播
简弘亦,2019-03-05,-,线上,歌曲「就当从没发生过」,,歌曲
周深,2019-03-05,-,线上,歌曲「志愿中国」,,歌曲
廖昌永,2019-03-05,-,线上,歌曲「志愿中国」,,歌曲
李琦,2019-03-05,-,线上,歌曲「志愿中国」,,歌曲
王晰,2019-03-05,-,线上,歌曲「志愿中国」,,歌曲
马佳,2019-03-05,-,线上,歌曲「志愿中国」,,歌曲
周深,2019-03-05,-,线上,歌曲「此生惟你」,,歌曲
王凯,2019-03-06,18:30,CCTV2,回家吃饭,,电视/直播
贾凡,2019-03-06,19:30,上海,十七世纪的不羁音乐,,音乐会
丁辉,2019-03-07,19:30,上海,暗恋桃花源,,舞台
郑云龙,2019-03-07,19:30,北京,谋杀歌谣,,舞台
周深,2019-03-08,16:00,珠海,长隆海洋环保音乐节,,音乐会
王晰,2019-03-08,16:00,珠海,长隆海洋环保音乐节,,音乐会
丁辉,2019-03-08,19:30,上海,暗恋桃花源,,舞台
郑云龙,2019-03-08,19:30,北京,谋杀歌谣,,舞台
洪之光,2019-03-08,19:30,北京,东方歌舞一枝花,,音乐会
蔡程昱,2019-03-08,22:00,湖南卫视,歌手2019,,电视/直播
郑云龙,2019-03-08,22:00,湖南卫视,歌手2019,,电视/直播
阿云嘎,2019-03-08,22:00,湖南卫视,歌手2019,,电视/直播
鞠红川,2019-03-08,22:00,湖南卫视,歌手2019,,电视/直播
高天鹤,2019-03-08,22:00,湖南卫视,歌手2019,,电视/直播
郑云龙,2019-03-09,14:00,北京,谋杀歌谣,,舞台
丁辉,2019-03-09,14:30,上海,暗恋桃花源,,舞台
郑云龙,2019-03-09,19:30,北京,谋杀歌谣,,舞台
王晰,2019-03-09,-,STARBOX,电子刊发售,,其他
郑云龙,2019-03-10,14:00,北京,谋杀歌谣,,舞台
丁辉,2019-03-10,14:30,上海,暗恋桃花源,,舞台
郑云龙,2019-03-10,19:30,北京,谋杀歌谣,,舞台
鞠红川,2019-03-11,19:30,CCTV3,开门大吉,,电视/直播
王晰,2019-03-12,21:15,辽宁卫视,有请主角儿,,电视/直播
郑云龙,2019-03-12,-,线上,歌曲「亲爱的」,,歌曲
丁辉,2019-03-14,19:30,上海,暗恋桃花源,,舞台
洪之光,2019-03-15,19:30,CCTV15,歌手的进阶,,电视/直播
丁辉,2019-03-15,19:30,上海,暗恋桃花源,,舞台
蔡程昱,2019-03-15,22:00,湖南卫视,歌手2019,,电视/直播
阿云嘎,2019-03-15,22:00,湖南卫视,歌手2019,,电视/直播
鞠红川,2019-03-15,22:00,湖南卫视,歌手2019,,电视/直播
高天鹤,2019-03-15,22:00,湖南卫视,歌手2019,,电视/直播
李琦,2019-03-15,-,线上,歌曲「赤子心」,,歌曲
丁辉,2019-03-16,14:30,上海,暗恋桃花源,,舞台
丁辉,2019-03-16,19:30,上海,暗恋桃花源,,舞台
廖昌永,2019-03-16,20:00,CCTV1,经典咏流传,,电视/直播
阿云嘎,2019-03-16,20:20,湖南卫视,快乐大本营,,电视/直播
丁辉,2019-03-17,14:30,上海,暗恋桃花源,,舞台
周深,2019-03-17,18:40,西安,玩野潮青年文化节,,音乐会
郑云龙,2019-03-17,-,线上,歌曲「新的一天」,,歌曲
龚子棋,2019-03-20,-,线上,歌曲「Internet Troll」,,歌曲
王晰,2019-03-21,19:30,CCTV3,回声嘹亮,,电视/直播
李琦,2019-03-21,-,线上,歌曲「布谷谷」,,歌曲
蔡程昱,2019-03-22,22:00,湖南卫视,歌手2019,,电视/直播
阿云嘎,2019-03-22,22:00,湖南卫视,歌手2019,,电视/直播
鞠红川,2019-03-22,22:00,湖南卫视,歌手2019,,电视/直播
高天鹤,2019-03-22,22:00,湖南卫视,歌手2019,,电视/直播
刘彬濠,2019-03-22,-,线上,歌曲「写给你的歌」,,歌曲
简弘亦,2019-03-22,-,线上,歌曲「叶雪」,,歌曲
廖昌永,2019-03-23,20:00,CCTV1,经典咏流传,,电视/直播
阿云嘎,2019-03-23,20:00,CCTV1,经典咏流传,,电视/直播
廖昌永,2019-03-24,19:30,淄博,廖昌永师生音乐会,,音乐会
黄子弘凡,2019-03-25,22:00,波士顿,郑俊树音乐会,,音乐会
石凯,2019-03-25,-,线上,歌曲「麋鹿王」,,歌曲
蔡程昱,2019-03-29,22:00,湖南卫视,歌手2019突围赛,,电视/直播
阿云嘎,2019-03-29,22:00,湖南卫视,歌手2019突围赛,,电视/直播
鞠红川,2019-03-29,22:00,湖南卫视,歌手2019突围赛,,电视/直播
高天鹤,2019-03-29,22:00,湖南卫视,歌手2019突围赛,,电视/直播
阿云嘎,2019-03-29,-,线上,歌曲「双生」,,歌曲
翟李朔天,2019-03-30,19:30,上海,因味爱，所以爱,,舞台
廖昌永,2019-03-30,20:00,CCTV1,经典咏流传,,电视/直播
翟李朔天,2019-03-31,14:00,上海,因味爱，所以爱,,舞台
简弘亦,2019-03-31,-,线上,歌曲「歌者」,,歌曲
星元,2019-04-02,-,线上,歌曲「邂逅回忆」,,歌曲
周深,2019-04-04,-,线上,歌曲「落花」,,歌曲
王晰,2019-04-05,19:30,CCTV3,诗歌忆清明,,电视/直播
简弘亦,2019-04-05,19:30,CCTV3,诗歌忆清明,,电视/直播
蔡程昱,2019-04-05,22:00,湖南卫视,歌手2019歌王冲刺夜,,电视/直播
阿云嘎,2019-04-05,22:00,湖南卫视,歌手2019歌王冲刺夜,,电视/直播
鞠红川,2019-04-05,22:00,湖南卫视,歌手2019歌王冲刺夜,,电视/直播
高天鹤,2019-04-05,22:00,湖南卫视,歌手2019歌王冲刺夜,,电视/直播
王晰,2019-04-05,-,线上,歌曲「我把生命交给你」,,歌曲
翟李朔天,2019-04-06,19:30,石家庄,深夜食堂,,舞台
廖昌永,2019-04-06,20:00,CCTV1,经典咏流传,,电视/直播
周深,2019-04-06,20:00,优酷视频,这！就是原创,,电视/直播
洪之光,2019-04-07,14:30,北京,中外歌剧声乐作品赏析音乐会,,音乐会
贾凡,2019-04-08,-,STARBOX,电子刊发售,,其他
李琦,2019-04-08,-,线上,歌曲「算我的」,,歌曲
郑云龙,2019-04-11,19:30,上海,信,,舞台
洪之光,2019-04-11,19:30,北京,东方歌舞一枝花,,音乐会
丁辉,2019-04-12,19:00,长春,声动春城,,音乐会
余笛,2019-04-12,19:00,长春,声动春城,,音乐会
廖佳琳,2019-04-12,19:00,长春,声动春城,,音乐会
王凯,2019-04-12,19:00,长春,声动春城,,音乐会
方书剑,2019-04-12,19:30,上海,信,,舞台
郑云龙,2019-04-12,19:30,上海,信,,舞台
翟李朔天,2019-04-12,19:30,上海,深夜食堂,,舞台
洪之光,2019-04-12,19:30,北京,东方歌舞一枝花,,音乐会
蔡程昱,2019-04-12,20:10,湖南卫视,歌手2019歌王之战,,电视/直播
阿云嘎,2019-04-12,20:10,湖南卫视,歌手2019歌王之战,,电视/直播
鞠红川,2019-04-12,20:10,湖南卫视,歌手2019歌王之战,,电视/直播
高天鹤,2019-04-12,20:10,湖南卫视,歌手2019歌王之战,,电视/直播
刘彬濠,2019-04-12,-,线上,歌曲「心脏」,,歌曲
周深,2019-04-12,-,线上,歌曲「蜕」,,歌曲
翟李朔天,2019-04-13,14:00,上海,深夜食堂,,舞台
郑云龙,2019-04-13,14:30,上海,信,,舞台
郑云龙,2019-04-13,19:30,上海,信,,舞台
廖昌永,2019-04-13,20:00,CCTV1,经典咏流传,,电视/直播
代玮,2019-04-13,20:20,湖南卫视,快乐大本营,,电视/直播
张超,2019-04-13,20:20,湖南卫视,快乐大本营,,电视/直播
石凯,2019-04-13,20:20,湖南卫视,快乐大本营,,电视/直播
蔡尧,2019-04-13,20:20,湖南卫视,快乐大本营,,电视/直播
陆宇鹏,2019-04-13,20:20,湖南卫视,快乐大本营,,电视/直播
高杨,2019-04-13,20:20,湖南卫视,快乐大本营,,电视/直播
翟李朔天,2019-04-14,14:00,上海,深夜食堂,,舞台
方书剑,2019-04-14,14:30,上海,信,,舞台
郑云龙,2019-04-14,14:30,上海,信,,舞台
郑云龙,2019-04-14,19:30,上海,信,,舞台
翟李朔天,2019-04-14,19:30,上海,深夜食堂,,舞台
马佳,2019-04-14,19:30,北京,北京国际电影节电影交响音乐会,,音乐会
仝卓,2019-04-16,19:30,北京,声入人心巡演,,音乐会
周深,2019-04-16,19:30,北京,声入人心巡演,,音乐会
王凯,2019-04-16,19:30,北京,声入人心巡演,,音乐会
蔡程昱,2019-04-16,19:30,北京,声入人心巡演,,音乐会
郑云龙,2019-04-16,19:30,北京,声入人心巡演,,音乐会
阿云嘎,2019-04-16,19:30,北京,声入人心巡演,,音乐会
鞠红川,2019-04-16,19:30,北京,声入人心巡演,,音乐会
高天鹤,2019-04-16,19:30,北京,声入人心巡演,,音乐会
方书剑,2019-04-18,19:30,上海,信,,舞台
郑云龙,2019-04-18,19:30,上海,信,,舞台
丁辉,2019-04-18,19:30,上海,暗恋桃花源,,舞台
周深,2019-04-18,19:30,天津,声入人心巡演,,音乐会
张超,2019-04-18,19:30,天津,声入人心巡演,,音乐会
王凯,2019-04-18,19:30,天津,声入人心巡演,,音乐会
王晰,2019-04-18,19:30,天津,声入人心巡演,,音乐会
翟李朔天,2019-04-18,19:30,天津,声入人心巡演,,音乐会
蔡程昱,2019-04-18,19:30,天津,声入人心巡演,,音乐会
高天鹤,2019-04-18,19:30,天津,声入人心巡演,,音乐会
代玮,2019-04-19,19:00,金华,师生音乐会,,音乐会
郑云龙,2019-04-19,19:30,上海,信,,舞台
丁辉,2019-04-19,19:30,上海,暗恋桃花源,,舞台
方书剑,2019-04-20,14:30,上海,信,,舞台
郑云龙,2019-04-20,14:30,上海,信,,舞台
丁辉,2019-04-20,14:30,上海,暗恋桃花源,,舞台
郑云龙,2019-04-20,19:30,上海,信,,舞台
丁辉,2019-04-20,19:30,上海,暗恋桃花源,,舞台
马佳,2019-04-20,19:30,北京,岁月如歌·中国电影乐团建团70周年特别音乐会,,音乐会
廖昌永,2019-04-20,20:00,CCTV1,经典咏流传,,电视/直播
仝卓,2019-04-20,20:20,湖南卫视,快乐大本营,,电视/直播
高天鹤,2019-04-20,20:20,湖南卫视,快乐大本营,,电视/直播
方书剑,2019-04-21,14:30,上海,信,,舞台
郑云龙,2019-04-21,14:30,上海,信,,舞台
丁辉,2019-04-21,14:30,上海,暗恋桃花源,,舞台
方书剑,2019-04-21,19:30,上海,信,,舞台
郑云龙,2019-04-21,19:30,上海,信,,舞台
余笛,2019-04-22,19:30,上海,亦X不染,,音乐会
刘彬濠,2019-04-22,19:30,上海,亦X不染,,音乐会
廖佳琳,2019-04-22,19:30,上海,亦X不染,,音乐会
方书剑,2019-04-22,19:30,上海,亦X不染,,音乐会
简弘亦,2019-04-22,19:30,上海,亦X不染,,音乐会
翟李朔天,2019-04-22,19:30,上海,亦X不染,,音乐会
龚子棋,2019-04-22,19:30,上海,亦X不染,,音乐会
余笛,2019-04-23,19:30,上海,不说再见,,音乐会
周深,2019-04-23,19:30,上海,不说再见,,音乐会
廖佳琳,2019-04-23,19:30,上海,不说再见,,音乐会
李琦,2019-04-23,19:30,上海,不说再见,,音乐会
王凯,2019-04-23,19:30,上海,不说再见,,音乐会
简弘亦,2019-04-23,19:30,上海,不说再见,,音乐会
郑云龙,2019-04-23,19:30,上海,不说再见,,音乐会
蔡程昱,2019-04-23,-,STARBOX,电子刊发售,,其他
李琦,2019-04-23,-,线上,歌曲「不如我先说」,,歌曲
廖佳琳,2019-04-24,19:30,沈阳,声入人心巡演,,音乐会
王凯,2019-04-24,19:30,沈阳,声入人心巡演,,音乐会
王晰,2019-04-24,19:30,沈阳,声入人心巡演,,音乐会
翟李朔天,2019-04-24,19:30,沈阳,声入人心巡演,,音乐会
贾凡,2019-04-24,19:30,沈阳,声入人心巡演,,音乐会
马佳,2019-04-24,19:30,沈阳,声入人心巡演,,音乐会
高杨,2019-04-24,19:30,沈阳,声入人心巡演,,音乐会
仝卓,2019-04-24,20:00,湖南卫视,中国航天日文艺晚会,,电视/直播
代玮,2019-04-24,20:00,湖南卫视,中国航天日文艺晚会,,电视/直播
张超,2019-04-24,20:00,湖南卫视,中国航天日文艺晚会,,电视/直播
蔡程昱,2019-04-24,20:00,湖南卫视,中国航天日文艺晚会,,电视/直播
鞠红川,2019-04-24,20:00,湖南卫视,中国航天日文艺晚会,,电视/直播
高天鹤,2019-04-24,20:00,湖南卫视,中国航天日文艺晚会,,电视/直播
方书剑,2019-04-25,19:30,上海,信,,舞台
龚子棋,2019-04-25,19:30,上海,信,,舞台
周深,2019-04-25,20:00,爱奇艺,唱给世界听,,电视/直播
方书剑,2019-04-26,19:30,上海,信,,舞台
龚子棋,2019-04-26,19:30,上海,信,,舞台
翟李朔天,2019-04-26,19:30,厦门,深夜食堂,,舞台
洪之光,2019-04-26,19:30,北京,美丽中国,,舞台
张超,2019-04-26,19:30,青岛,声入人心巡演,,音乐会
王凯,2019-04-26,19:30,青岛,声入人心巡演,,音乐会
蔡程昱,2019-04-26,19:30,青岛,声入人心巡演,,音乐会
贾凡,2019-04-26,19:30,青岛,声入人心巡演,,音乐会
鞠红川,2019-04-26,19:30,青岛,声入人心巡演,,音乐会
高天鹤,2019-04-26,19:30,青岛,声入人心巡演,,音乐会
高杨,2019-04-26,19:30,青岛,声入人心巡演,,音乐会
阿云嘎,2019-04-26,-,线上,歌曲「愿我们」,,歌曲
方书剑,2019-04-27,14:30,上海,信,,舞台
龚子棋,2019-04-27,14:30,上海,信,,舞台
方书剑,2019-04-27,19:30,上海,信,,舞台
龚子棋,2019-04-27,19:30,上海,信,,舞台
翟李朔天,2019-04-27,19:30,厦门,深夜食堂,,舞台
洪之光,2019-04-27,19:30,北京,美丽中国,,舞台
方书剑,2019-04-28,19:30,上海,信,,舞台
龚子棋,2019-04-28,19:30,上海,信,,舞台
