artist,date,time,city,title,theatre,type
龚子棋,2019-11-30,22:00,江苏卫视,音浪合伙人,,电视/直播
阿云嘎,2019-11-30,-,-,央视节目录制,,其他
张超,2019-11-30,-,奥地利,电影拍摄,,其他
石凯,2019-11-30,-,北京,直通春晚录制,,其他
仝卓,2019-11-30,-,长沙,节目录制,,其他
高天鹤,2019-11-30,-,北京,节目录制,,其他
马佳,2019-11-30,-,线上,歌曲「我用月光捎个话」,,歌曲
高杨,2019-12-01,0:00,口袋学长团,音乐剧课,,其他
张超,2019-12-01,11:00,YOURS此刻,电子刊发售,,其他
刘彬濠,2019-12-01,14:30,上海,帅小伙的蔬果店,,舞台
梁朋杰,2019-12-01,14:30,上海,帅小伙的蔬果店,,舞台
金圣权,2019-12-01,14:30,上海,帅小伙的蔬果店,,舞台
周深,2019-12-01,16:00,三亚,海南岛国际电影节,,其他
周深,2019-12-01,17:00,优酷直播,海南岛国际电影节,,电视/直播
阿云嘎,2019-12-01,19:00,CCTV15,中国文联文艺扶贫原创歌曲音乐会,,电视/直播
洪之光,2019-12-01,19:30,杭州,九九艳阳天,,舞台
贾凡,2019-12-01,19:30,杭州,九九艳阳天,,舞台
王晰,2019-12-01,19:30,佛山,Cherish珍晰,,音乐会
高杨,2019-12-01,19:30,佛山,Cherish珍晰,,音乐会
周深,2019-12-01,21:00,东方卫视,我们的歌,,电视/直播
郑云龙,2019-12-01,21:10,江苏卫视,蒙面唱将猜猜猜,,电视/直播
王晰,2019-12-01,22:00,为你读诗,这是美好的时辰,,其他
高天鹤,2019-12-01,22:00,湖南卫视,天天向上,,电视/直播
蔡程昱,2019-12-01,-,长沙,演出,,其他
张超,2019-12-01,-,瑞士,电影拍摄,,其他
高杨,2019-12-02,0:00,口袋学长团,音乐剧课,,其他
翟李朔天,2019-12-02,0:00,线上,歌曲「你眼里的星光」,,歌曲
方书剑,2019-12-02,14:00,上海,上海国际音乐剧节发布会,,其他
阿云嘎,2019-12-02,14:00,上海,上海国际音乐剧节发布会,,其他
方书剑,2019-12-02,14:00,BILIBILI,上海国际音乐剧节发布会,,电视/直播
阿云嘎,2019-12-02,14:00,BILIBILI,上海国际音乐剧节发布会,,电视/直播
仝卓,2019-12-02,14:30,长沙,跨年演唱会发布会,,其他
蔡程昱,2019-12-02,14:30,长沙,跨年演唱会发布会,,其他
仝卓,2019-12-02,17:00,SPOTLIGHT,电子刊发售,,其他
仝卓,2019-12-02,19:30,长沙,声入人心II巡演,,音乐会
蔡程昱,2019-12-02,19:30,长沙,声入人心II巡演,,音乐会
廖佳琳,2019-12-02,19:30,北京,抒情新时代,,音乐会
廖昌永,2019-12-02,19:30,北京,抒情新时代,,音乐会
王凯,2019-12-02,19:30,北京,抒情新时代,,音乐会
高天鹤,2019-12-02,-,长沙,天天向上录制,,其他
石凯,2019-12-02,-,北京,开门大吉录制,,其他
张超,2019-12-02,-,瑞士,电影拍摄,,其他
王凯,2019-12-02,-,-,祖国正青春录制,,其他
王凯,2019-12-02,-,奥斯陆,2020挪威华人春节联欢晚会,,开票
翟李朔天,2019-12-02,-,奥斯陆,2020挪威华人春节联欢晚会,,开票
郑云龙,2019-12-02,-,奥斯陆,2020挪威华人春节联欢晚会,,开票
金圣权,2019-12-02,-,奥斯陆,2020挪威华人春节联欢晚会,,开票
简弘亦,2019-12-02,-,线上,歌曲「青春再见」,,歌曲
高杨,2019-12-03,0:00,口袋学长团,音乐剧课,,其他
方书剑,2019-12-03,9:30,上海,春上海1949,,开票
郑云龙,2019-12-03,16:15,上海,COSMO时尚美丽盛典,,其他
阿云嘎,2019-12-03,16:15,上海,COSMO时尚美丽盛典,,其他
郑云龙,2019-12-03,16:15,一直播,COSMO时尚美丽盛典,,电视/直播
阿云嘎,2019-12-03,16:15,一直播,COSMO时尚美丽盛典,,电视/直播
贾凡,2019-12-03,19:30,长沙,声入人心II巡演,,音乐会
高天鹤,2019-12-03,-,长沙,天天向上录制,,其他
陆宇鹏,2019-12-03,-,北京,开门大吉录制,,其他
蔡程昱,2019-12-03,-,北京,活动出席,,其他
高天鹤,2019-12-03,-,北京,活动出席,,其他
张超,2019-12-03,-,瑞士,电影拍摄,,其他
王凯,2019-12-03,-,-,祖国正青春录制,,其他
王凯,2019-12-03,-,线上,歌曲「甜蜜的负担」,,歌曲
高杨,2019-12-04,0:00,口袋学长团,音乐剧课,,其他
仝卓,2019-12-04,14:00,北京,声入人心男团成团庆典,,其他
蔡程昱,2019-12-04,14:00,北京,声入人心男团成团庆典,,其他
鞠红川,2019-12-04,14:00,北京,声入人心男团成团庆典,,其他
高天鹤,2019-12-04,14:00,北京,声入人心男团成团庆典,,其他
仝卓,2019-12-04,14:00,搜狐视频,声入人心男团成团庆典,,电视/直播
蔡程昱,2019-12-04,14:00,搜狐视频,声入人心男团成团庆典,,电视/直播
鞠红川,2019-12-04,14:00,搜狐视频,声入人心男团成团庆典,,电视/直播
高天鹤,2019-12-04,14:00,搜狐视频,声入人心男团成团庆典,,电视/直播
贾凡,2019-12-04,19:00,BILIBILI,镁光灯外的TA,,其他
高杨,2019-12-04,20:30,小剧场,营业,,其他
李向哲,2019-12-04,-,-,人生首席彩排,,其他
阿云嘎,2019-12-04,-,无锡,我们的歌录制,,其他
张超,2019-12-04,-,瑞士,电影拍摄,,其他
高杨,2019-12-05,0:00,口袋学长团,音乐剧课,,其他
王凯,2019-12-05,0:00,线上,歌曲「人生首席」,,歌曲
刘彬濠,2019-12-05,0:00,线上,歌曲「酒殇」,,歌曲
简弘亦,2019-12-05,15:00,北京,搜狗IN盛典,,其他
李向哲,2019-12-05,-,-,人生首席彩排,,其他
仝卓,2019-12-05,-,长沙,宣传片拍摄,,其他
周深,2019-12-05,-,无锡,我们的歌录制,,其他
阿云嘎,2019-12-05,-,无锡,我们的歌录制,,其他
高天鹤,2019-12-05,-,北京,拍摄,,其他
蔡程昱,2019-12-05,-,北京,活动出席,,其他
张超,2019-12-05,-,瑞士,电影拍摄,,其他
高杨,2019-12-06,0:00,口袋学长团,音乐剧课,,其他
高杨,2019-12-06,12:00,上海,First Date,人民大舞台,开票
方书剑,2019-12-06,13:01,北京,凯旋之夜,,开票
王凯,2019-12-06,13:01,北京,凯旋之夜,,开票
金圣权,2019-12-06,13:01,北京,凯旋之夜,,开票
龚子棋,2019-12-06,13:01,北京,凯旋之夜,,开票
高杨,2019-12-06,14:00,深圳,First Date,南山文体中心剧院·大剧院,开票
蔡程昱,2019-12-06,15:00,网易云音乐,「Lift The Wings」空降评论区,,其他
郑云龙,2019-12-06,17:00,深圳,MITHRIDATE春夏新品发布会,,其他
仝卓,2019-12-06,18:00,QQ音乐,乐见大牌,,其他
蔡程昱,2019-12-06,18:00,QQ音乐,乐见大牌,,其他
鞠红川,2019-12-06,18:00,QQ音乐,乐见大牌,,其他
高天鹤,2019-12-06,18:00,QQ音乐,乐见大牌,,其他
余笛,2019-12-06,18:00,上海,火焰剧目分享会,,开票
龚子棋,2019-12-06,18:00,上海,火焰剧目分享会,,开票
余笛,2019-12-06,19:30,北京,人生首席,,音乐会
刘彬濠,2019-12-06,19:30,北京,人生首席,,音乐会
廖佳琳,2019-12-06,19:30,北京,人生首席,,音乐会
李向哲,2019-12-06,19:30,北京,人生首席,,音乐会
王凯,2019-12-06,19:30,北京,人生首席,,音乐会
翟李朔天,2019-12-06,19:30,北京,人生首席,,音乐会
金圣权,2019-12-06,19:30,北京,人生首席,,音乐会
阿云嘎,2019-12-06,19:30,北京,人生首席,,音乐会
龚子棋,2019-12-06,19:30,北京,人生首席,,音乐会
简弘亦,2019-12-06,20:00,线上,歌曲「孩子气」,,歌曲
高杨,2019-12-06,20:30,酷狗首唱会,直播,,电视/直播
周深,2019-12-06,21:10,广东卫视,劳动号子,,电视/直播
仝卓,2019-12-06,-,长沙,宣传片拍摄,,其他
蔡程昱,2019-12-06,-,-,拍摄,,其他
高天鹤,2019-12-06,-,长沙,活动出席,,其他
张超,2019-12-06,-,瑞士,电影拍摄,,其他
黄子弘凡,2019-12-06,-,Lars's Friday Night,营业,,其他
简弘亦,2019-12-06,-,北京,风华国乐中国年录制,,其他
蔡程昱,2019-12-06,-,线上,歌曲「Lift The Wings」,,歌曲
高杨,2019-12-07,0:00,口袋学长团,音乐剧课,,其他
周深,2019-12-07,0:00,线上,歌曲「念念有词」,,歌曲
王晰,2019-12-07,15:30,北京,费加罗风尚盛典,,其他
王晰,2019-12-07,15:30,爱奇艺,费加罗风尚盛典,,电视/直播
高杨,2019-12-07,18:15,上海,赫莲娜全球代言人官宣之夜,,其他
周深,2019-12-07,19:30,苏州,C-929星球,,音乐会
蔡程昱,2019-12-07,-,-,拍摄,,其他
余笛,2019-12-07,-,北京,新歌录制,,其他
张超,2019-12-07,-,瑞士,电影拍摄,,其他
高天鹤,2019-12-07,-,长沙,绿地V岛国际音乐会,,其他
马佳,2019-12-07,-,柳州,2020年我们的中国梦文化进万家启动仪式,,音乐会
高杨,2019-12-08,0:00,口袋学长团,音乐剧课,,其他
石凯,2019-12-08,12:00,芒果TV,名侦探学院,,电视/直播
高杨,2019-12-08,14:00,上海,赫莲娜品牌活动,,其他
周深,2019-12-08,14:30,护妍天使官方旗舰店,直播,,电视/直播
高杨,2019-12-08,18:00,上海,跟着歌剧去旅行,,其他
廖佳琳,2019-12-08,19:30,广州,声动羊城,,音乐会
王凯,2019-12-08,19:30,广州,声动羊城,,音乐会
翟李朔天,2019-12-08,19:30,广州,声动羊城,,音乐会
龚子棋,2019-12-08,19:30,广州,声动羊城,,音乐会
阿云嘎,2019-12-08,21:00,东方卫视,我们的歌,,电视/直播
高天鹤,2019-12-08,22:00,湖南卫视,天天向上,,电视/直播
蔡程昱,2019-12-08,-,-,品牌活动,,其他
仝卓,2019-12-08,-,长沙,嗨唱转起来录制,,其他
张超,2019-12-08,-,长沙,宣传片拍摄,,其他
王晰,2019-12-08,-,-,杂志拍摄,,其他
高杨,2019-12-09,0:00,口袋学长团,音乐剧课,,其他
丁辉,2019-12-09,19:00,上海,曾经如是,,舞台
张超,2019-12-09,-,长沙,宣传片拍摄,,其他
蔡程昱,2019-12-09,-,澳门,李宁线下活动,,其他
阿云嘎,2019-12-09,-,澳门,李宁线下活动,,其他
仝卓,2019-12-09,-,长沙,节目录制,,其他
高杨,2019-12-10,0:00,口袋学长团,音乐剧课,,其他
余笛,2019-12-10,19:00,上海,火焰剧目分享会,,其他
龚子棋,2019-12-10,19:00,上海,火焰剧目分享会,,其他
丁辉,2019-12-10,19:00,上海,曾经如是,,舞台
廖昌永,2019-12-10,19:30,北京,诗书画乐的精妙对话,,音乐会
王晰,2019-12-10,-,-,杂志拍摄,,其他
仝卓,2019-12-10,-,长沙,节目录制,,其他
高杨,2019-12-11,0:00,口袋学长团,音乐剧课,,其他
刘彬濠,2019-12-11,16:00,酷狗音乐,「漩涡」空降评论区,,其他
丁辉,2019-12-11,19:00,上海,曾经如是,,舞台
高杨,2019-12-11,19:30,小剧场,营业,,其他
王晰,2019-12-11,-,-,OST录音,,其他
余笛,2019-12-11,-,上海,动感101录制,,其他
周深,2019-12-11,-,无锡,我们的歌录制,,其他
阿云嘎,2019-12-11,-,无锡,我们的歌录制,,其他
高杨,2019-12-12,0:00,口袋学长团,音乐剧课,,其他
贾凡,2019-12-12,10:00,线上,歌曲「相信爱」,,歌曲
周深,2019-12-12,12:12,广州,C-929星球,,开票
郑云龙,2019-12-12,16:16,上海,云上之声,,开票
阿云嘎,2019-12-12,16:16,上海,云上之声,,开票
高杨,2019-12-12,19:00,北京,见面吧电台,,其他
贾凡,2019-12-12,19:00,浙江音乐调频,最佳享受,,电视/直播
高杨,2019-12-12,19:00,QQ音乐,见面吧电台,,电视/直播
丁辉,2019-12-12,19:00,上海,曾经如是,,舞台
余笛,2019-12-12,19:30,上海,力量之声·我的祖国,,音乐会
郑云龙,2019-12-12,22:00,广东电视珠江频道,娱乐没有圈,,电视/直播
余笛,2019-12-12,-,-,节目录制,,其他
高杨,2019-12-13,0:00,口袋学长团,音乐剧课,,其他
贾凡,2019-12-13,9:09,苏州,九九艳阳天,,开票
廖佳琳,2019-12-13,13:28,北京,凯旋之夜,,开票
王凯,2019-12-13,13:28,北京,凯旋之夜,,开票
王晰,2019-12-13,13:28,北京,凯旋之夜,,开票
蔡尧,2019-12-13,13:28,北京,凯旋之夜,,开票
丁辉,2019-12-13,19:00,上海,曾经如是,,舞台
贾凡,2019-12-13,19:30,杭州,声入人心II巡演,,音乐会
简弘亦,2019-12-13,20:00,线上,歌曲「时光荏苒细说成歌」,,歌曲
黄子弘凡,2019-12-13,-,Lars's Friday Night,营业,,其他
高杨,2019-12-14,0:00,口袋学长团,音乐剧课,,其他
星元,2019-12-14,0:00,线上,歌曲「沉沦」,,歌曲
王晰,2019-12-14,11:38,清远,2019遇见5G咪咕和TA的朋友,,开票
阿云嘎,2019-12-14,15:08,北京,乐见北京,,开票
张超,2019-12-14,16:25,北京,育心遇声,,开票
丁辉,2019-12-14,19:00,上海,曾经如是,,舞台
方书剑,2019-12-14,19:30,佛山,我的遗愿清单,,舞台
高杨,2019-12-14,19:30,宁波,长腿叔叔,,舞台
周深,2019-12-14,19:30,成都,C-929星球,,音乐会
星元,2019-12-14,19:30,宁波,宣言,,音乐会
龚子棋,2019-12-14,19:30,深圳,音乐剧演员GALA,,音乐会
简弘亦,2019-12-14,20:00,QQ音乐,「时光荏苒细说成歌」空降评论区,,其他
李彦锋,2019-12-14,-,文山,自然堂活动,,其他
郑云龙,2019-12-14,-,广州,岁末感恩音乐会,,音乐会
高杨,2019-12-15,0:00,口袋学长团,音乐剧课,,其他
丁辉,2019-12-15,15:00,上海,曾经如是,,舞台
张超,2019-12-15,18:00,上海,野生跨界·当代艺术发展下的跨界之势,,其他
简弘亦,2019-12-15,19:00,北京,见面吧电台,,其他
简弘亦,2019-12-15,19:00,QQ音乐,见面吧电台,,电视/直播
方书剑,2019-12-15,19:30,佛山,我的遗愿清单,,舞台
廖佳琳,2019-12-15,19:30,长沙,Cherish珍晰,,音乐会
王晰,2019-12-15,19:30,长沙,Cherish珍晰,,音乐会
石凯,2019-12-15,19:30,长沙,Cherish珍晰,,音乐会
周深,2019-12-15,21:00,东方卫视,我们的歌,,电视/直播
阿云嘎,2019-12-15,21:00,东方卫视,我们的歌,,电视/直播
高天鹤,2019-12-15,22:00,湖南卫视,天天向上,,电视/直播
张超,2019-12-15,-,北京,单曲录制,,其他
陆宇鹏,2019-12-15,-,北京,安徽卫视国剧盛典录制,,其他
马佳,2019-12-15,-,北京,安徽卫视国剧盛典录制,,其他
黄子弘凡,2019-12-15,-,北京,安徽卫视国剧盛典录制,,其他
廖昌永,2019-12-15,-,上海,上海大学生校园歌会,,音乐会
高杨,2019-12-16,0:00,口袋学长团,音乐剧课,,其他
蔡尧,2019-12-16,17:00,SPOTLIGHT,电子刊发售,,其他
郑云龙,2019-12-16,17:30,优酷视频,芭莎珠宝晚宴,,电视/直播
阿云嘎,2019-12-16,17:30,优酷视频,芭莎珠宝晚宴,,电视/直播
张超,2019-12-16,18:25,北京,育心遇声,,开票
石凯,2019-12-16,19:00,CCTV3,开门大吉,,电视/直播
周深,2019-12-16,-,北京,B站新年晚会录制,,其他
高天鹤,2019-12-16,-,长沙,天天向上录制,,其他
鞠红川,2019-12-16,-,北京,新歌录制,,其他
阿云嘎,2019-12-16,-,STARBOX,电子刊发售,,其他
郑云龙,2019-12-16,-,北京,芭莎珠宝晚宴,,其他
阿云嘎,2019-12-16,-,北京,芭莎珠宝晚宴,,其他
高杨,2019-12-17,0:00,口袋学长团,音乐剧课,,其他
丁辉,2019-12-17,19:00,上海,曾经如是,,舞台
洪之光,2019-12-17,19:30,合肥,声入人心II巡演,,音乐会
阿云嘎,2019-12-17,-,北京,凤凰时尚盛典,,其他
高天鹤,2019-12-17,-,长沙,天天向上录制,,其他
鞠红川,2019-12-17,-,北京,新歌录制,,其他
高杨,2019-12-18,0:00,口袋学长团,音乐剧课,,其他
郑云龙,2019-12-18,12:00,西瓜视频,人生选择题,,其他
黄子弘凡,2019-12-18,17:30,搜狐视频,搜狐时尚年度盛典,,电视/直播
王晰,2019-12-18,17:40,腾讯视频,时尚先生年度盛典,,电视/直播
蔡尧,2019-12-18,17:40,腾讯视频,时尚先生年度盛典,,电视/直播
高杨,2019-12-18,17:40,腾讯视频,时尚先生年度盛典,,电视/直播
黄子弘凡,2019-12-18,17:40,腾讯视频,时尚先生年度盛典,,电视/直播
廖佳琳,2019-12-18,18:30,成都,第八届中国大学生电视节闭幕式盛典,,其他
丁辉,2019-12-18,19:00,上海,曾经如是,,舞台
张超,2019-12-18,19:30,北京,中央音乐学院星期音乐会,,音乐会
高杨,2019-12-18,20:30,小剧场,营业,,其他
刘彬濠,2019-12-18,-,无锡,夏夜知君暖剧组探班,,其他
周深,2019-12-18,-,无锡,我们的歌录制,,其他
阿云嘎,2019-12-18,-,无锡,我们的歌录制,,其他
黄子弘凡,2019-12-18,-,北京,搜狐时尚年度盛典,,其他
王晰,2019-12-18,-,北京,时尚先生年度盛典,,其他
蔡尧,2019-12-18,-,北京,时尚先生年度盛典,,其他
高杨,2019-12-18,-,北京,时尚先生年度盛典,,其他
黄子弘凡,2019-12-18,-,北京,时尚先生年度盛典,,其他
郑云龙,2019-12-18,-,STARBOX,电子刊发售,,其他
仝卓,2019-12-18,-,长沙,节目录制,,其他
高杨,2019-12-19,0:00,口袋学长团,音乐剧课,,其他
简弘亦,2019-12-19,0:00,线上,歌曲「上天安排」,,歌曲
贾凡,2019-12-19,19:00,YY直播,相信爱·声音的力量,,电视/直播
丁辉,2019-12-19,19:00,上海,曾经如是,,舞台
余笛,2019-12-19,19:30,常熟,火焰掉落,,其他
龚子棋,2019-12-19,19:30,常熟,火焰掉落,,其他
王晰,2019-12-19,19:30,CCTV15,乐享汇,,电视/直播
王凯,2019-12-19,20:00,CCTV1,庆祝澳门回归祖国二十周年文艺晚会,,电视/直播
仝卓,2019-12-19,-,长沙,节目录制,,其他
张超,2019-12-19,-,北京,节目录制,,其他
高杨,2019-12-20,0:00,口袋学长团,音乐剧课,,其他
阿云嘎,2019-12-20,10:00,线上,歌曲「当代诗人」,,歌曲
高杨,2019-12-20,17:00,EASY,电子刊发售,,其他
丁辉,2019-12-20,19:00,上海,曾经如是,,舞台
王凯,2019-12-20,19:00,北京,长征,,舞台
简弘亦,2019-12-20,20:00,线上,歌曲「夏天夏了」,,歌曲
张超,2019-12-20,-,北京,个人音乐会排练,,其他
仝卓,2019-12-20,-,北京,剧组拍摄,,其他
黄子弘凡,2019-12-20,-,Lars's Friday Night,营业,,其他
鞠红川,2019-12-20,-,重庆,音乐节,,其他
高杨,2019-12-21,0:00,口袋学长团,音乐剧课,,其他
周深,2019-12-21,0:00,线上,歌曲「不群」,,歌曲
李彦锋,2019-12-21,0:00,线上,歌曲「王者少年的英雄梦」,,歌曲
贾凡,2019-12-21,9:00,青岛,九九艳阳天,,开票
贾凡,2019-12-21,9:00,天津,九九艳阳天,,开票
丁辉,2019-12-21,19:00,上海,曾经如是,,舞台
贾凡,2019-12-21,19:00,杭州,如响应声,,音乐会
金圣权,2019-12-21,19:00,杭州,如响应声,,音乐会
马佳,2019-12-21,19:00,杭州,如响应声,,音乐会
高杨,2019-12-21,19:00,杭州,如响应声,,音乐会
黄子弘凡,2019-12-21,19:00,杭州,如响应声,,音乐会
龚子棋,2019-12-21,19:00,杭州,如响应声,,音乐会
周深,2019-12-21,19:30,上海,C-929星球,,音乐会
刘彬濠,2019-12-21,19:30,厦门,Cherish珍晰,,音乐会
李彦锋,2019-12-21,19:30,厦门,Cherish珍晰,,音乐会
王晰,2019-12-21,19:30,厦门,Cherish珍晰,,音乐会
王凯,2019-12-21,19:30,北京,致敬经典音乐会,,音乐会
鞠红川,2019-12-21,19:30,重庆,长江三峡网络音乐节,,音乐会
仝卓,2019-12-21,20:20,湖南卫视,快乐大本营,,电视/直播
张超,2019-12-21,-,北京,个人音乐会排练,,其他
仝卓,2019-12-21,-,北京,剧组拍摄,,其他
郑云龙,2019-12-21,-,STARBOX,电子刊发售,,其他
高杨,2019-12-22,0:00,口袋学长团,音乐剧课,,其他
丁辉,2019-12-22,15:00,上海,曾经如是,,舞台
周深,2019-12-22,15:30,北京,妙先生首映礼,,其他
余笛,2019-12-22,21:10,江苏卫视,蒙面唱将猜猜猜,,电视/直播
高天鹤,2019-12-22,22:00,湖南卫视,天天向上,,电视/直播
张超,2019-12-22,-,北京,个人音乐会排练,,其他
仝卓,2019-12-22,-,北京,剧组拍摄,,其他
王凯,2019-12-22,-,北京,国家大剧院院庆,,其他
蔡程昱,2019-12-22,-,-,歌曲排练,,其他
鞠红川,2019-12-22,-,重庆,音乐节,,其他
高杨,2019-12-23,0:00,口袋学长团,音乐剧课,,其他
周深,2019-12-23,0:00,线上,歌曲「愿」,,歌曲
张超,2019-12-23,12:00,北京,育心遇声,,开票
梁朋杰,2019-12-23,19:00,上海,音乐之声线下分享会,,其他
石凯,2019-12-23,19:00,CCTV3,开门大吉,,电视/直播
高杨,2019-12-23,20:00,口袋学长团,值班,,其他
马佳,2019-12-23,20:00,北京,无限色彩,,开票
张超,2019-12-23,-,北京,个人音乐会排练,,其他
仝卓,2019-12-23,-,北京,剧组拍摄,,其他
蔡程昱,2019-12-23,-,-,歌曲排练,,其他
鞠红川,2019-12-23,-,深圳,音乐会录制,,其他
马佳,2019-12-24,0:00,线上,歌曲「Colors」,,歌曲
鞠红川,2019-12-24,0:00,线上,歌曲「爱你胜过爱自己」,,歌曲
余笛,2019-12-24,15:00,线上,歌曲「我们都被爱着」,,歌曲
王凯,2019-12-24,19:30,CCTV15,合唱先锋,,电视/直播
贾凡,2019-12-24,19:30,苏州,九九艳阳天,,舞台
余笛,2019-12-24,19:30,上海,火焰,,舞台
梁朋杰,2019-12-24,19:30,上海,音乐之声,,舞台
廖昌永,2019-12-24,20:00,深圳,难忘的旋律,,音乐会
马佳,2019-12-24,20:00,深圳,难忘的旋律,,音乐会
张超,2019-12-24,-,北京,个人音乐会排练,,其他
仝卓,2019-12-24,-,北京,剧组拍摄,,其他
洪之光,2019-12-24,-,深圳,央视新年音乐会录制,,其他
王凯,2019-12-24,-,深圳,央视新年音乐会录制,,其他
鞠红川,2019-12-24,-,深圳,央视新年音乐会录制,,其他
高杨,2019-12-24,-,时尚先生FINE,实体刊发售,,其他
黄子弘凡,2019-12-24,-,时尚先生FINE,实体刊发售,,其他
蔡程昱,2019-12-24,-,-,歌曲排练,,其他
高杨,2019-12-25,19:30,小剧场,营业,,其他
贾凡,2019-12-25,19:30,苏州,九九艳阳天,,舞台
余笛,2019-12-25,19:30,上海,火焰,,舞台
龚子棋,2019-12-25,19:30,上海,火焰,,舞台
梁朋杰,2019-12-25,19:30,上海,音乐之声,,舞台
余笛,2019-12-25,20:00,动感101,音乐万花筒,,电视/直播
张超,2019-12-25,-,北京,个人音乐会排练,,其他
周深,2019-12-25,-,敦煌,了不起的长城发布会,,其他
仝卓,2019-12-25,-,北京,剧组拍摄,,其他
蔡程昱,2019-12-25,-,-,歌曲录制,,其他
鞠红川,2019-12-25,-,长沙,节目录制,,其他
鞠红川,2019-12-25,-,深圳,音乐会录制,,其他
余笛,2019-12-26,19:30,上海,火焰,,舞台
梁朋杰,2019-12-26,19:30,上海,音乐之声,,舞台
余笛,2019-12-26,21:30,CCTV13,盛典之军鼓如歌,,电视/直播
仝卓,2019-12-26,-,北京,剧组拍摄,,其他
鞠红川,2019-12-26,-,长沙,天天向上录制,,其他
高天鹤,2019-12-26,-,长沙,天天向上录制,,其他
高杨,2019-12-26,-,廊坊,央视网络春晚录制,,其他
黄子弘凡,2019-12-26,-,廊坊,央视网络春晚录制,,其他
张超,2019-12-26,-,北京,夺金欢乐聚录制,,其他
蔡程昱,2019-12-26,-,-,歌曲录制,,其他
王晰,2019-12-27,0:00,线上,歌曲「扬起的帆」,,歌曲
阿云嘎,2019-12-27,0:00,线上,歌曲「扬起的帆」,,歌曲
王晰,2019-12-27,19:30,咪咕,2019遇见5G咪咕和TA的朋友,,电视/直播
廖昌永,2019-12-27,19:30,CCTV3,我们从古田再出发,,电视/直播
余笛,2019-12-27,19:30,上海,火焰,,舞台
丁辉,2019-12-27,19:30,杭州,长腿叔叔,,舞台
梁朋杰,2019-12-27,19:30,上海,音乐之声,,舞台
王晰,2019-12-27,19:30,清远,2019遇见5G咪咕和TA的朋友,,音乐会
廖昌永,2019-12-27,20:00,珠海,我爱你，中国,,音乐会
贾凡,2019-12-27,20:00,珠海,我爱你，中国,,音乐会
代玮,2019-12-27,20:30,湖南卫视,嗨唱转起来,,电视/直播
石凯,2019-12-27,20:30,湖南卫视,嗨唱转起来,,电视/直播
仝卓,2019-12-27,-,北京,剧组拍摄,,其他
高天鹤,2019-12-27,-,长沙,天天向上录制,,其他
蔡程昱,2019-12-27,-,-,歌曲录制,,其他
黄子弘凡,2019-12-27,-,Lars's Friday Night,营业,,其他
周深,2019-12-27,-,线上,歌曲「能解答一切的答案」,,歌曲
龚子棋,2019-12-28,14:30,上海,火焰,,舞台
梁朋杰,2019-12-28,14:30,上海,音乐之声,,舞台
洪之光,2019-12-28,18:26,CCTV3,开心动物城,,电视/直播
简弘亦,2019-12-28,19:00,北京,北京交通频道26周年听众欢乐会,,音乐会
贾凡,2019-12-28,19:00,北京,北京交通频道26周年听众欢乐会,,音乐会
石凯,2019-12-28,19:30,CCTV3,直通春晚,,电视/直播
马佳,2019-12-28,19:30,CCTV3,直通春晚,,电视/直播
高杨,2019-12-28,19:30,杭州,长腿叔叔,,舞台
梁朋杰,2019-12-28,19:30,上海,音乐之声,,舞台
王晰,2019-12-28,19:30,太原,Cherish珍晰,,音乐会
翟李朔天,2019-12-28,19:30,太原,Cherish珍晰,,音乐会
马佳,2019-12-28,19:30,深圳,文化进万家,,音乐会
仝卓,2019-12-28,20:20,湖南卫视,快乐大本营,,电视/直播
仝卓,2019-12-28,-,北京,剧组拍摄,,其他
周深,2019-12-28,-,上海,我和春天有个约会录制,,其他
蔡程昱,2019-12-28,-,-,演出,,其他
石凯,2019-12-28,-,贵阳,自然堂活动,,其他
高杨,2019-12-28,-,杭州,First Date,杭州剧院,开票
梁朋杰,2019-12-29,14:30,上海,音乐之声,,舞台
梁朋杰,2019-12-29,19:30,上海,音乐之声,,舞台
高杨,2019-12-29,20:00,克拉克拉,直播,,电视/直播
周深,2019-12-29,20:30,东方季道,直播,,电视/直播
周深,2019-12-29,21:00,东方卫视,我们的歌,,电视/直播
阿云嘎,2019-12-29,21:00,东方卫视,我们的歌,,电视/直播
周深,2019-12-29,22:00,杭州,东方季道直播,,其他
高天鹤,2019-12-29,22:00,湖南卫视,天天向上,,电视/直播
周深,2019-12-29,22:00,东方季道,直播,,电视/直播
仝卓,2019-12-29,-,北京,剧组拍摄,,其他
蔡程昱,2019-12-29,-,-,演出,,其他
李向哲,2019-12-30,19:30,克拉克拉,直播,,电视/直播
郑云龙,2019-12-30,20:00,星月对话,电子刊发售,,其他
蔡程昱,2019-12-30,-,-,演出,,其他
仝卓,2019-12-30,-,海口,跨年演唱会,,其他
鞠红川,2019-12-30,-,海口,跨年演唱会,,其他
高天鹤,2019-12-30,-,海口,跨年演唱会,,其他
廖佳琳,2019-12-31,0:00,线上,歌曲「了了了了」,,歌曲
洪之光,2019-12-31,15:10,广州,洪之光个人独唱音乐会,,开票
周深,2019-12-31,19:30,东方卫视,梦圆东方2020跨年盛典,,电视/直播
廖昌永,2019-12-31,19:30,东方卫视,梦圆东方2020跨年盛典,,电视/直播
郑云龙,2019-12-31,19:30,东方卫视,梦圆东方2020跨年盛典,,电视/直播
