artist,date,time,city,title,type
廖佳琳,2019-10-19,18:30,三亚,三亚体育旅游嘉年华启动仪式,concert
郑云龙,2019-03-09,14:00,北京,谋杀歌谣,stage
翟李朔天,2019-09-30,19:30,上海,凡之声,concert
廖昌永,2019-12-24,20:00,深圳,难忘的旋律,concert
金天泽,2019-09-29,19:30,深圳,爱我中华文艺晚会,concert
龚子棋,2019-08-02,19:30,重庆,你眼里的蓝,concert
郑云龙,2019-09-12,19:30,北京,德龄与慈禧,stage
南枫,2019-11-02,19:30,耶鲁,经典歌剧选段,concert
丁辉,2019-06-29,14:30,上海,幺幺洞捌,stage
周深,2019-11-02,19:00,南京,陈情令国风音乐演唱会,concert
翟李朔天,2019-05-26,19:30,无锡,声入人心巡演,concert
廖佳琳,2019-12-06,19:30,北京,人生首席,concert
翟李朔天,2019-09-07,19:30,成都,人生首席,concert
简弘亦,2019-10-12,19:30,北京,邂逅回忆,concert
方书剑,2019-08-13,19:30,杭州,我的遗愿清单,stage
简弘亦,2019-04-23,19:30,上海,不说再见,concert
马佳,2019-11-24,19:30,广州,我爱你，中国,concert
方书剑,2019-04-22,19:30,上海,亦X不染,concert
简弘亦,2019-04-30,19:30,武汉,亦X不染,concert
黄子弘凡,2019-05-28,19:30,南京,声入人心巡演,concert
余笛,2019-12-12,19:30,上海,力量之声·我的祖国,concert
高杨,2019-06-09,19:30,石家庄,你眼里的蓝,concert
王晰,2019-11-08,19:45,西安,保利ART音乐节,concert
马佳,2019-05-25,19:30,上海,云上之声,concert
余笛,2019-12-24,19:30,上海,火焰,stage
阿云嘎,2019-05-20,19:30,杭州,声入人心巡演,concert
丁辉,2019-07-13,13:30,上海,宝岛一村,stage
丁辉,2019-12-15,15:00,上海,曾经如是,stage
龚子棋,2019-04-22,19:30,上海,亦X不染,concert
龚子棋,2019-08-17,19:30,无锡,信,stage
金圣权,2019-08-18,19:30,北京,你眼里的蓝,concert
郑云龙,2019-11-02,14:30,上海,摇滚年代,stage
梁朋杰,2019-07-28,19:30,昆明,你眼里的蓝,concert
仝卓,2019-04-16,19:30,北京,声入人心巡演,concert
翟李朔天,2019-04-30,19:30,珠海,声入人心巡演,concert
王凯,2019-12-21,19:30,北京,致敬经典音乐会,concert
方书剑,2019-05-18,14:30,上海,辰山草地广播音乐节,concert
仝卓,2019-05-28,19:30,南京,声入人心巡演,concert
方书剑,2019-01-13,20:00,广州,记忆乡愁,concert
丁辉,2019-09-28,19:30,上海,暗恋桃花源,stage
阿云嘎,2019-11-08,19:45,西安,保利ART音乐节,concert
张超,2019-01-13,20:00,广州,记忆乡愁,concert
高杨,2019-06-30,19:30,上海,长腿叔叔,stage
贾凡,2019-06-02,19:30,上海,声入人心巡演,concert
郑云龙,2019-04-12,19:30,上海,信,stage
高杨,2019-06-21,20:00,深圳,你眼里的蓝,concert
马佳,2019-11-08,19:45,西安,保利ART音乐节,concert
陆宇鹏,2019-10-26,19:30,上海,音乐之声,stage
简弘亦,2019-10-19,18:30,三亚,三亚体育旅游嘉年华启动仪式,concert
金圣权,2019-12-06,19:30,北京,人生首席,concert
王晰,2019-03-08,16:00,珠海,长隆海洋环保音乐节,concert
张超,2019-05-14,19:30,重庆,声入人心巡演,concert
方书剑,2019-11-23,20:00,南宁,我的遗愿清单,stage
高杨,2019-07-26,19:30,广州,长腿叔叔,stage
阿云嘎,2019-07-19,19:30,上海,我们剧场见(GALA),concert
蔡程昱,2019-05-26,19:30,无锡,声入人心巡演,concert
丁辉,2019-06-23,19:30,上海,幺幺洞捌,stage
李向哲,2019-10-12,20:00,南宁,Cherish珍晰,concert
郑云龙,2019-04-13,19:30,上海,信,stage
梁朋杰,2019-11-29,19:30,上海,帅小伙的蔬果店,stage
龚子棋,2019-09-01,14:30,成都,信,stage
翟李朔天,2019-06-06,19:30,上海,泰爱你,stage
金天泽,2019-10-13,19:30,上海,邂逅回忆,concert
张超,2019-08-31,19:30,宁波,我爱宁波大型歌会,concert
洪之光,2019-06-14,19:00,太原,高雅艺术进校园,concert
翟李朔天,2019-11-24,19:30,武汉,声入江城,concert
简弘亦,2019-12-28,19:00,北京,北京交通频道26周年听众欢乐会,concert
洪之光,2019-12-17,19:30,合肥,声入人心II巡演,concert
李彦锋,2019-12-21,19:30,厦门,Cherish珍晰,concert
高杨,2019-06-08,19:30,北京,你眼里的蓝,concert
周深,2019-04-16,19:30,北京,声入人心巡演,concert
龚子棋,2019-04-27,19:30,上海,信,stage
周深,2019-11-09,19:00,北京,C-929星球,concert
翟李朔天,2019-04-24,19:30,沈阳,声入人心巡演,concert
丁辉,2019-10-11,19:30,上海,暗恋桃花源,stage
郑云龙,2019-08-10,19:30,上海,漫长的告白,stage
郑云龙,2019-12-14,-,广州,岁末感恩音乐会,concert
洪之光,2019-11-23,20:00,海口,海南国际旅游岛欢乐节文艺演出,concert
马佳,2019-12-21,19:00,杭州,如响应声,concert
王晰,2019-06-09,19:30,石家庄,你眼里的蓝,concert
张超,2019-05-28,19:30,南京,声入人心巡演,concert
李向哲,2019-08-25,19:30,长春,声动春城,concert
阿云嘎,2019-10-17,-,北京,中国文联文艺扶贫原创歌曲音乐会,concert
翟李朔天,2019-06-08,19:30,上海,泰爱你,stage
廖佳琳,2019-12-02,19:30,北京,抒情新时代,concert
周深,2019-05-25,19:00,北京,品冠演唱会,concert
王凯,2019-05-04,19:30,重庆,中国新生代·唱响经典,concert
贾凡,2019-06-09,19:30,石家庄,你眼里的蓝,concert
李琦,2019-04-23,19:30,上海,不说再见,concert
刘彬濠,2019-11-29,19:30,上海,帅小伙的蔬果店,stage
郑云龙,2019-04-19,19:30,上海,信,stage
梁朋杰,2019-11-03,14:30,北京,音乐之声,stage
黄子弘凡,2019-12-31,19:30,北京,凯旋之夜,concert
翟李朔天,2019-06-08,14:30,上海,泰爱你,stage
蔡程昱,2019-04-30,19:30,珠海,声入人心巡演,concert
梁朋杰,2019-11-02,19:30,北京,音乐之声,stage
王凯,2019-10-26,19:00,杭州,海尚音乐走廊音乐会,concert
